"아이디","강의 아이디","강의 카테고리 아이디","강의 카테고리명","강의 명","비용","강의 구분","주차 사용 여부","분반 일련번호","수강신청 시작 일자","강의 시작 일자","등록 일자","수강신청 시작 일자","수료증 로트 명","기관 아이디","기관명","기관 구","X좌표","Y좌표","요청여부","인기여부","신규여부","상태","강의 이미지 파일 경로","수집데이터 아이디","과목 아이디","미리보기 주소","콘텐츠 아이디","회차번호","회차수"
"ASP00001","ASP00001S100120230105225","202303097205161","콘텐츠산업 전문과정","[수어자막] 배리어프리 사례 알아보기 3 - 기타 - 모두를 위한 즐거움 - 콘텐츠산업 내 배리어프리","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1115.png","","S11480","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1115/05_01.mp4","ASP00001S100120230105225","122334","1"
"ASP00001","ASP00001S100120230105133","202303091845572","방송/영상","<박나래의 복붙쇼> 사례 연구 - 숏폼 콘텐츠 기획 및 성공 사례 분석","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/977.png","","S11577","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/977/01.mp4","ASP00001S100120230105133","122237","1"
"ASP00001","ASP00001S100120230105138","202303091845572","방송/영상","왜 시즌 드라마인가? - 이유 있는 시즌 드라마의 성공법칙","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1077.png","","S11508","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1077/01_01.mp4","ASP00001S100120230105138","122306","1"
"ASP00001","ASP00001S100120230105057","202303092587862","전문기술과정","로그분석 - 분석 실습","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/875.png","","S11608","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/875.mp4","ASP00001S100120230105057","122206","1"
"ASP00001","ASP00001S100120230105147","202303097205161","콘텐츠산업 전문과정","MCN 비즈니스 전략 1 : 미디어 시장 환경의 변화","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/761.png","","S11642","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/761/01.mp4","ASP00001S100120230105147","122172","1"
"ASP00001","ASP00001S100120230105146","202303097205161","콘텐츠산업 전문과정","토크쇼 분야 - 예능작가 실무 노하우","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1013.png","","S11542","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1012/01.mp4","ASP00001S100120230105146","122272","1"
"ASP00001","ASP00001S100120230105170","202303091845572","방송/영상","[수어자막] 1인 크리에이터를 위한 저작권 노하우 - 1인 크리에이터를 위한 창작 시 저작권 관련 주의사항(2)","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","https://sll.seoul.go.kr//upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105170.png","","S11464","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1074/03.mp4","ASP00001S100120230105170","122350","1"
"ASP00001","ASP00001S100120230105081","202303097205161","콘텐츠산업 전문과정","핑크퐁 아기상어 - 국내 애니메이션 해외진출과 성공사례","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1036.png","","S11523","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1036/01.mp4","ASP00001S100120230105081","122291","1"
"ASP00001","ASP00001S100120230105162","202303097205161","콘텐츠산업 전문과정","계약서의 심화학습1 - 원천창작자를 위한 글로벌 계약서 작성법","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1015.png","","S11540","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1015/01.mp4","ASP00001S100120230105162","122274","1"
"ASP00001","ASP00001S100120230105116","202303091845572","방송/영상","OTT 분야 직무: 3. 서비스 기획 및 운영, 디자인(1) - 콘텐츠 뒤의 사람들, OTT 이야기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1091.png","","S11499","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1091/04_01.mp4","ASP00001S100120230105116","122315","1"
"ASP00001","ASP00001S100120230105202","202303097205161","콘텐츠산업 전문과정","신노년층, 오팔(OPAL)세대를 위한 미디어 이용가이드 - 연령별 미디어 이용 가이드","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1073-01.png","","S11467","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1073/01.mp4","ASP00001S100120230105202","122347","1"
"ASP00001","ASP00001S100120230105065","202303097205161","콘텐츠산업 전문과정","게임인 인터뷰: 2. 게임 개발사, 밸런스 디자인 직무","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1101.png","","S11490","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1101/03_01.mp4","ASP00001S100120230105065","122324","1"
"ASP00001","ASP00001S100120230105054","202303092587862","전문기술과정","로그분석 - 지표의 필요성과 정의","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/872.png","","S11611","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/872.mp4","ASP00001S100120230105054","122203","1"
"ASP00001","ASP00001S100120230105120","202303091845572","방송/영상","1인 콘텐츠 실제 제작하기 1 : 채널 개설 및 관리","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/767.png","","S11638","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/767/01.mp4","ASP00001S100120230105120","122176","1"
"ASP00001","ASP00001S100120230105051","202303097205161","콘텐츠산업 전문과정","자신 있게 체결하는 게임 퍼블리싱 계약 - 단계별 각 당사자의 권리와 의무","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/877.png","","S11606","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/877.mp4","ASP00001S100120230105051","122208","1"
"ASP00001","ASP00001S100120230105200","202303097205161","콘텐츠산업 전문과정","표현의 자유와 책임의 문제 - 표현의 자유는 어디까지인가, 사이버폭력","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1030.png","","S11529","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1030/01.mp4","ASP00001S100120230105200","122285","1"
"ASP00001","ASP00001S100120230105129","202303097205161","콘텐츠산업 전문과정","다큐멘터리 영화 기획 - 다큐멘터리 영화 기획과 스토리텔링","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/990.png","","S11564","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/990/01.mp4","ASP00001S100120230105129","122250","1"
"ASP00001","ASP00001S100120230105089","202303276761150","웹툰/이모티콘","웹툰 회사, 이런 일을 해요: 노블코믹스, 웹툰 OST - 웹툰 회사에서는 어떤 일을 할까?","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1099.png","","S11492","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1099/05_01.mp4","ASP00001S100120230105089","122322","1"
"ASP00001","ASP00001S100120230105055","202303092587862","전문기술과정","로그분석 - 지표의 종류","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/873.png","","S11610","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/873.mp4","ASP00001S100120230105055","122204","1"
"ASP00001","ASP00001S100120230105080","202303097205161","콘텐츠산업 전문과정","신비아파트 - 국내 애니메이션 해외진출과 성공사례","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1035.png","","S11524","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1035/01.mp4","ASP00001S100120230105080","122290","1"
"ASP00001","ASP00001S100120230105156","202303097205161","콘텐츠산업 전문과정","뉴스 소비 방식의 진화 - 뉴스콘텐츠의 진화와 생태계","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/994.png","","S11560","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/994/01.mp4","ASP00001S100120230105156","122254","1"
"ASP00001","ASP00001S100120230105066","202303097205161","콘텐츠산업 전문과정","게임인 인터뷰: 3. 게임 개발사, 프로그래밍 직무","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1100.png","","S11491","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1100/04_01.mp4","ASP00001S100120230105066","122323","1"
"ASP00001","ASP00001S100120230105163","202303097205161","콘텐츠산업 전문과정","계약서의 심화학습2 - 원천창작자를 위한 글로벌 계약서 작성법","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1016.png","","S11539","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1016/01.mp4","ASP00001S100120230105163","122275","1"
"ASP00001","ASP00001S100120230105058","202303097205161","콘텐츠산업 전문과정","게임 포스트모템 - 용사는 진행중 포스트모템","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/870.png","","S11613","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/870.mp4","ASP00001S100120230105058","122201","1"
"ASP00001","ASP00001S100120230105082","202303276761150","웹툰/이모티콘","스튜디오 창작 시스템의 이해 - 웹툰 산업 및 플랫폼의 변화 양상","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1063.png","","S11513","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1066/01.mp4","ASP00001S100120230105082","122301","1"
"ASP00001","ASP00001S100120230105211","202303092587862","전문기술과정","Photogrammetry 활용하기 - Zbrush 리토폴리지 및 모델링 출력하기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/913.png","","S11580","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/913.mp4","ASP00001S100120230105211","122234","1"
"ASP00001","ASP00001S100120230105196","202303097205161","콘텐츠산업 전문과정","미디어 감수성 - 제작자의 필수조건, 제작윤리의 모든 것","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1026.png","","S11533","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1026/01.mp4","ASP00001S100120230105196","122281","1"
"ASP00001","ASP00001S100120230105091","202303276761150","웹툰/이모티콘","웹툰 회사, 이런 일을 해요: 해외사업 - 웹툰 회사에서는 어떤 일을 할까?","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1097.png","","S11494","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1097/07_01.mp4","ASP00001S100120230105091","122320","1"
"ASP00001","ASP00001S100120230105101","202303097205161","콘텐츠산업 전문과정","공연에서의 뉴미디어 테크놀로지 사용 - 뉴미디어 테크놀로지를 활용한 공연 제작","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1006.png","","S11548","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1006/01.mp4","ASP00001S100120230105101","122266","1"
"ASP00001","ASP00001S100120230105145","202303097205161","콘텐츠산업 전문과정","리얼리티쇼 분야 - 예능작가 실무 노하우","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1012.png","","S11543","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1013/01.mp4","ASP00001S100120230105145","122271","1"
"ASP00001","ASP00001S100120230105060","202303097205161","콘텐츠산업 전문과정","게임 트레일러 제작 - 기획단계","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/880.png","","S11603","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/880.mp4","ASP00001S100120230105060","122211","1"
"ASP00001","ASP00001S100120230105075","202303097205161","콘텐츠산업 전문과정","애니메이션 스토리텔링 - 장편 애니메이션 스토리텔링","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/889.png","","S11596","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/889.mp4","ASP00001S100120230105075","122218","1"
"ASP00001","ASP00001S100120230105106","202303097205161","콘텐츠산업 전문과정","제어와 운용 - 공연 창작과 기술","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/998.png","","S11556","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/998/01.mp4","ASP00001S100120230105106","122258","1"
"ASP00001","ASP00001S100120230105231","202303097205161","콘텐츠산업 전문과정","[수어자막] 배리어프리 서비스를 위한 법규정 알아보기 - 모두를 위한 즐거움 - 콘텐츠산업 내 배리어프리","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1121.png","","S11477","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1121/02_01.mp4","ASP00001S100120230105231","122337","1"
"ASP00001","ASP00001S100120230105049","202303097205161","콘텐츠산업 전문과정","턴방식 게임의 이해 <히어로즈 오브 마이트 앤 매직> - 장르별 대표 사례로 보는 게임 기획","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1046.png","","S11517","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1046/01.mp4","ASP00001S100120230105049","122297","1"
"ASP00001","ASP00001S100120230105123","202303091845572","방송/영상","1인 콘텐츠 실제 제작하기 4 : 콘텐츠 업로드 및 관리","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/770.png","","S11635","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/770/01.mp4","ASP00001S100120230105123","122179","1"
"ASP00001","ASP00001S100120230105125","202303091845572","방송/영상","구성안부터 완성까지 - 다큐멘터리 지식채널e 숏 콘텐츠 5분의 미학","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/855.png","","S11622","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/855.mp4","ASP00001S100120230105125","122192","1"
"ASP00001","ASP00001S100120230105185","202303097205161","콘텐츠산업 전문과정","UHD 오디오를 위한 MPEG-H 활용 - 3D 오디오 마이킹과 제작의 이해","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/864.png","","S11619","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/864.mp4","ASP00001S100120230105185","122195","1"
"ASP00001","ASP00001S100120230105191","202303097205161","콘텐츠산업 전문과정","마스크와 레이아웃터 활용 - EDIUS 실무활용을 위한 이펙트 강좌","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/852.png","","S11625","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/852.mp4","ASP00001S100120230105191","122189","1"
"ASP00001","ASP00001S100120230105140","202303091845572","방송/영상","시즌제 드라마 CASE STUDY : 검법남녀 - 이유 있는 시즌 드라마의 성공법칙","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1079.png","","S11506","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1079/03_01.mp4","ASP00001S100120230105140","122308","1"
"ASP00001","ASP00001S100120230105115","202303091845572","방송/영상","OTT 분야 직무: 2. 콘텐츠 수/배급 - 콘텐츠 뒤의 사람들, OTT 이야기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1085.png","","S11505","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1085/03_01.mp4","ASP00001S100120230105115","122309","1"
"ASP00001","ASP00001S100120230105044","202303097205161","콘텐츠산업 전문과정","게임 사운드 단계별 제작 과정 - 게임 사운드 디자인","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1003.png","","S11551","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1003/01.mp4","ASP00001S100120230105044","122263","1"
"ASP00001","ASP00001S100120230105186","202303097205161","콘텐츠산업 전문과정","UHD 오디오를 위한 MPEG-H 활용 - MPEG-H 제작에 필요한 오소링과 모니터링","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/865.png","","S11618","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/865.mp4","ASP00001S100120230105186","122196","1"
"ASP00001","ASP00001S100120230105161","202303097205161","콘텐츠산업 전문과정","계약과 법률 - 원천창작자를 위한 글로벌 계약서 작성법","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1014.png","","S11541","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1014/01.mp4","ASP00001S100120230105161","122273","1"
"ASP00001","ASP00001S100120230105077","202303276761150","웹툰/이모티콘","웹소설 원작 웹툰으로 각색하기 - 웹툰, 웹소설 각색하기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1032.png","","S11527","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1032/01.mp4","ASP00001S100120230105077","122287","1"
"ASP00001","ASP00001S100120230105119","202303091845572","방송/영상","OTT 분야 직무: 6. 마케팅 - 콘텐츠 뒤의 사람들, OTT 이야기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1088.png","","S11502","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1088/07_01.mp4","ASP00001S100120230105119","122312","1"
"ASP00001","ASP00001S100120230105217","202303272762812","인공지능","[수어자막] 4차 산업혁명, AI, 딥 러닝, 그리고 뉴 콘텐츠 - AI를 적용한 사운드 콘텐츠 알아보기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1075-01.png","","S11462","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1075/01.mp4","ASP00001S100120230105217","122352","1"
"ASP00001","ASP00001S100120230105085","202303276761150","웹툰/이모티콘","웹툰 회사에서는 어떤 일을 할까? - 웹툰 회사 소개","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1092.png","","S11498","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1092/01_01.mp4","ASP00001S100120230105085","122316","1"
"ASP00001","ASP00001S100120230105067","202303097205161","콘텐츠산업 전문과정","게임인 인터뷰: 7. 인디개발사, 게임기획 직무","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1104.png","","S11487","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1104/08_01.mp4","ASP00001S100120230105067","122327","1"
"ASP00001","ASP00001S100120230105096","202303097205161","콘텐츠산업 전문과정","Q&A로 알아보는 기술감독의 역할과 기술경영","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/999.png","","S11555","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/999/01.mp4","ASP00001S100120230105096","122259","1"
"ASP00001","ASP00001S100120230105103","202303272762812","인공지능","공연을 위한 뉴미디어 사용 2 - 가상현실과 인공지능 - 뉴미디어 테크놀로지를 활용한 공연 제작","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1008.png","","S11546","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1008/01.mp4","ASP00001S100120230105103","122268","1"
"ASP00001","ASP00001S100120230105121","202303091845572","방송/영상","1인 콘텐츠 실제 제작하기 2 : 기획 및 제작","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/768.png","","S11637","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/768/01.mp4","ASP00001S100120230105121","122177","1"
"ASP00001","ASP00001S100120230105109","202303097205161","콘텐츠산업 전문과정","뮤지컬 장르의 이해 - Sung-through Musical","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/897.png","","S11590","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/897.mp4","ASP00001S100120230105109","122224","1"
"ASP00001","ASP00001S100120230105136","202303097205161","콘텐츠산업 전문과정","글로벌향 포맷 기획이란? - 글로벌향 포맷 기획","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/1017.png","","S11538","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1017/01.mp4","ASP00001S100120230105136","122276","1"
"ASP00001","ASP00001S100120230105104","202303097205161","콘텐츠산업 전문과정","기초설계 - 공연 창작과 기술","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터2일","2023.01.16","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2023/thumbnails/996.png","","S11558","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/996/01.mp4","ASP00001S100120230105104","122256","1"
