"아이디","강의 아이디","강의 카테고리 아이디","강의 카테고리명","강의 명","비용","강의 구분","주차 사용 여부","분반 일련번호","수강신청 시작 일자","강의 시작 일자","등록 일자","수강신청 시작 일자","수료증 로트 명","기관 아이디","기관명","기관 구","X좌표","Y좌표","요청여부","인기여부","신규여부","상태","강의 이미지 파일 경로","수집데이터 아이디","과목 아이디","미리보기 주소","콘텐츠 아이디","회차번호","회차수"
"ASP00001","ASP00001S100120240106582","201110316382782","영어","답이 바로 나오는 퀵 토익 스피킹 IM－IH 공략 Step 2","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106582.png","","S11978","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106582/01.mp4/playlist.m3u8","ASP00001S100120240106582","126859","1"
"ASP00001","ASP00001S100120240106699","201110316382782","영어","네이버가 픽한 슬기로운 취미영어생활 플러스 Step 2","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106699.png","","S12078","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106699/01.mp4/playlist.m3u8","ASP00001S100120240106699","128035","1"
"ASP00001","ASP00001S100120240106633","201110316382782","영어","스낵영어_신기한 영어 세계로의 글로벌 여행기 2탄 <아시아권>","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106633.png","","S11988","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106633/01.mp4/playlist.m3u8","ASP00001S100120240106633","126924","1"
"ASP00001","ASP00001S100120240106562","2021020122009","국가기술자격","[HD]사무자동화산업기사 실기 - 프레젠테이션","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106562.png","","S12027","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106562/01.mp4/playlist.m3u8","ASP00001S100120240106562","127497","1"
"ASP00001","ASP00001S100120240106644","202303136122092","사회/교양","New Creative에 도전하는 인공지능 콘텐츠","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106644.png","","S12015","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106644/01.mp4/playlist.m3u8","ASP00001S100120240106644","126916","1"
"ASP00001","ASP00001S100120240106597","201110316382782","영어","2080 리얼잉글리시 회화 핵심패턴 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106597.png","","S11971","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106597/01.mp4/playlist.m3u8","ASP00001S100120240106597","126493","1"
"ASP00001","ASP00001S100120240106606","201110319842865","중국어","하루5분! 핫한 중국어 0순위 생생중국어","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106606.png","","S12012","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106606/01.mp4/playlist.m3u8","ASP00001S100120240106606","126323","1"
"ASP00001","ASP00001S100120240106604","201110316382782","영어","답이 바로 써지는 퀵 토익 Writing 기본 Step 1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106604.png","","S11980","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106604/01.mp4/playlist.m3u8","ASP00001S100120240106604","126366","1"
"ASP00001","ASP00001S100120240106575","202303132575722","OA활용","일잘러의 진짜 엑셀 - 활용","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106575.png","","S12060","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106575/01.mp4/playlist.m3u8","ASP00001S100120240106575","126994","1"
"ASP00001","ASP00001S100120240106672","202303132575722","OA활용","[오늘부터 정시퇴근] 파워포인트 실무 테크닉 - 슬라이드 디자인편","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106672.png","","S12057","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106672/01.mp4/playlist.m3u8","ASP00001S100120240106672","126041","1"
"ASP00001","ASP00001S100120240106603","201110316382782","영어","답이 바로 써지는 퀵 토익 Writing 기본 Step 2","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106603.png","","S11981","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106603/01.mp4/playlist.m3u8","ASP00001S100120240106603","126381","1"
"ASP00001","ASP00001S100120240106647","202303136122092","사회/교양","커리어 2라운드, 새롭게 커리어로 도약하는 법","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106647.png","","S12024","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106647/01.mp4/playlist.m3u8","ASP00001S100120240106647","126793","1"
"ASP00001","ASP00001S100120240106586","2021020122009","국가기술자격","CS리더스관리사 - 고객관리실무론","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106586.png","","S12036","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106586/01.mp4/playlist.m3u8","ASP00001S100120240106586","126770","1"
"ASP00001","ASP00001S100120240106618","202303139574040","신기술교육","지금은 K-OTT 시대","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106618.png","","S12065","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106618/01.mp4/playlist.m3u8","ASP00001S100120240106618","127903","1"
"ASP00001","ASP00001S100120240106620","202303136122092","사회/교양","도쿄 리테일 트렌드","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106620.png","","S12017","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106620/01.mp4/playlist.m3u8","ASP00001S100120240106620","127649","1"
"ASP00001","ASP00001S100120240106694","201110316382782","영어","0순위 왕초보 영어회화 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106694.png","","S12073","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106694/01.mp4/playlist.m3u8","ASP00001S100120240106694","127934","1"
"ASP00001","ASP00001S100120240106554","201110319842865","중국어","[다시중] 다시 시작하는 중국어회화 실전 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106554.png","","S12008","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106554/01.mp4/playlist.m3u8","ASP00001S100120240106554","127615","1"
"ASP00001","ASP00001S100120240106631","202303139574040","신기술교육","인공지능이 이렇게 쉬웠어?","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106631.png","","S12064","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106631/01.mp4/playlist.m3u8","ASP00001S100120240106631","127232","1"
"ASP00001","ASP00001S100120240106687","201110316382782","영어","10분으로 쉽게 마스터하는 비즈니스 계약 영어 Step2","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106687.png","","S12068","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106687/01.mp4/playlist.m3u8","ASP00001S100120240106687","128070","1"
"ASP00001","ASP00001S100120240106605","201110316382782","영어","답이 바로 나오는 퀵 토익 스피킹 실전","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106605.png","","S11979","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106605/01.mp4/playlist.m3u8","ASP00001S100120240106605","126354","1"
"ASP00001","ASP00001S100120240106703","2021020122009","국가기술자격","합격 전기(산업)기사 필기 - 전력공학","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106703.png","","S12048","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106703/01.mp4/playlist.m3u8","ASP00001S100120240106703","127112","1"
"ASP00001","ASP00001S100120240106578","201110316382782","영어","퀵 토익 이미지 VOCA 자동암기 Step2","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106578.png","","S11996","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106578/01.mp4/playlist.m3u8","ASP00001S100120240106578","126950","1"
"ASP00001","ASP00001S100120240106827","202102012954247","기타외국어","12345 스페인어 첫걸음 회화 왕초보도 쉽게 말하기 Step 2 - 두세 마디로 당당하고 시원하게 말해요","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106827.png","","S11959","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106827/01.mp4/playlist.m3u8","ASP00001S100120240106827","125902","1"
"ASP00001","ASP00001S100120240106686","201110316382782","영어","10분으로 쉽게 마스터하는 비즈니스 계약 영어 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106686.png","","S12067","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106686/01.mp4/playlist.m3u8","ASP00001S100120240106686","128055","1"
"ASP00001","ASP00001S100120240106696","201110316382782","영어","네이버가 픽한 슬기로운 일상영어생활 플러스 Step 1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106696.png","","S12075","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106696/01.mp4/playlist.m3u8","ASP00001S100120240106696","127975","1"
"ASP00001","ASP00001S100120240106617","202303136122092","사회/교양","입사에서 퇴사까지, 직장인을 위한 노동법 이야기","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106617.png","","S12023","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106617/01.mp4/playlist.m3u8","ASP00001S100120240106617","127908","1"
"ASP00001","ASP00001S100120240106585","201110319842865","중국어","하루 10분! 뇌운동 프로젝트 - 중국어 기초 트레이닝1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106585.png","","S12010","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106585/01.mp4/playlist.m3u8","ASP00001S100120240106585","126814","1"
"ASP00001","ASP00001S100120240106640","201110316382782","영어","스낵영어_신기한 영어 세계로의 글로벌 여행기 1탄 <영어권>","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106640.png","","S11987","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106640/01.mp4/playlist.m3u8","ASP00001S100120240106640","126658","1"
"ASP00001","ASP00001S100120240106547","201110316382782","영어","[다시영] 다시 시작하는 영어회화 기초 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106547.png","","S11965","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106547/01.mp4/playlist.m3u8","ASP00001S100120240106547","127743","1"
"ASP00001","ASP00001S100120240106588","2021020122009","국가기술자격","CS리더스관리사 - CS개론","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106588.png","","S12034","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106588/01.mp4/playlist.m3u8","ASP00001S100120240106588","126724","1"
"ASP00001","ASP00001S100120240106625","202303136122092","사회/교양","기후 변화 시대, 새로운 마인드셋","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106625.png","","S12016","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106625/01.mp4/playlist.m3u8","ASP00001S100120240106625","127338","1"
"ASP00001","ASP00001S100120240106545","201110316382782","영어","[다시영] 다시 시작하는 영어회화 실전 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106545.png","","S11967","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106545/01.mp4/playlist.m3u8","ASP00001S100120240106545","127783","1"
"ASP00001","ASP00001S100120240106690","201110316382782","영어","10분으로 쉽게 마스터하는 비즈니스 이메일 영어 Step1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106690.png","","S12071","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106690/01.mp4/playlist.m3u8","ASP00001S100120240106690","128115","1"
"ASP00001","ASP00001S100120240106558","201110314130447","일본어","[다시일] 다시 시작하는 일본어회화 기초 Step2","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106558.png","","S12003","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106558/01.mp4/playlist.m3u8","ASP00001S100120240106558","127551","1"
"ASP00001","ASP00001S100120240106613","201110316382782","영어","40장면으로 끝나는 오석태의 미드영어회화 Step 1","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.30","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106613.png","","S11973","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106613/01.mp4/playlist.m3u8","ASP00001S100120240106613","126188","1"
"ASP00001","ASP00001S100120240106660","20230313417069","기타","[직장인의 품격] 갑질예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106660.png","","S11931","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106660/01.mp4/playlist.m3u8","ASP00001S100120240106660","125732","1"
"ASP00001","ASP00001S100120240106648","20230313417069","기타","[생생고민톡] 김기리, 윤태진과 함께하는 성매매 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106648.png","","S11922","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106648/01.mp4/playlist.m3u8","ASP00001S100120240106648","125691","1"
"ASP00001","ASP00001S100120240106654","20230313417069","기타","[고민 영수증] 김지민, 박영진과 함께하는 직장 내 성희롱 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106654.png","","S11928","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106654/01.mp4/playlist.m3u8","ASP00001S100120240106654","125715","1"
"ASP00001","ASP00001S100120240106668","20230313417069","기타","[슬기로운 직장생활] 감정노동자 보호 교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106668.png","","S11938","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106668/01.mp4/playlist.m3u8","ASP00001S100120240106668","125767","1"
"ASP00001","ASP00001S100120240106662","20230313417069","기타","[직장인의 품격] 정보보안","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106662.png","","S11933","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106662/01.mp4/playlist.m3u8","ASP00001S100120240106662","125742","1"
"ASP00001","ASP00001S100120240106639","20230313417069","기타","[행복의 공식] 정보보안","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106639.png","","S11919","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106639/01.mp4/playlist.m3u8","ASP00001S100120240106639","125676","1"
"ASP00001","ASP00001S100120240106666","20230313417069","기타","[슬기로운 직장생활] 지능정보서비스 과의존 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106666.png","","S11936","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106666/01.mp4/playlist.m3u8","ASP00001S100120240106666","125757","1"
"ASP00001","ASP00001S100120240106676","20230313417069","기타","[지식퀴즈쇼] 이달의 소녀와 함께하는 직장 내 괴롭힘 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106676.png","","S11942","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106676/01.mp4/playlist.m3u8","ASP00001S100120240106676","125787","1"
"ASP00001","ASP00001S100120240106643","20230313417069","기타","[행복의 공식] 지능정보서비스 과의존 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106643.png","","S11920","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106643/01.mp4/playlist.m3u8","ASP00001S100120240106643","125681","1"
"ASP00001","ASP00001S100120240106680","20230313417069","기타","[직장인 고민찻집] 강재준, 이은형과 함께하는 가정폭력 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106680.png","","S11946","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106680/01.mp4/playlist.m3u8","ASP00001S100120240106680","125807","1"
"ASP00001","ASP00001S100120240106670","20230313417069","기타","[슬기로운 직장생활] 직장 내 괴롭힘 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106670.png","","S11940","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106670/01.mp4/playlist.m3u8","ASP00001S100120240106670","125777","1"
"ASP00001","ASP00001S100120240106677","20230313417069","기타","[지식퀴즈쇼] 이달의 소녀와 함께하는 감정노동자보호교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106677.png","","S11943","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106677/01.mp4/playlist.m3u8","ASP00001S100120240106677","125792","1"
"ASP00001","ASP00001S100120240106679","20230313417069","기타","[직장인 고민찻집] 강재준, 이은형과 함께하는 감정노동자 보호 교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106679.png","","S11945","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106679/01.mp4/playlist.m3u8","ASP00001S100120240106679","125802","1"
"ASP00001","ASP00001S100120240106636","202303131239826","인권","[행복의 공식] 공정사회 및 인권사회 구현","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106636.png","","S11916","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106636/01.mp4/playlist.m3u8","ASP00001S100120240106636","125661","1"
"ASP00001","ASP00001S100120240106683","20230313417069","기타","[직장인 고민찻집] 강재준, 이은형과 함께하는 직장 내 괴롭힘 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106683.png","","S11949","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106683/01.mp4/playlist.m3u8","ASP00001S100120240106683","125822","1"
"ASP00001","ASP00001S100120240106649","20230313417069","기타","[생생고민톡] 김기리, 윤태진과 함께하는 성폭력 예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106649.png","","S11923","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106649/01.mp4/playlist.m3u8","ASP00001S100120240106649","125695","1"
"ASP00001","ASP00001S100120240106678","20230313417069","기타","[슬기로운 직장생활] 갑질예방교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106678.png","","S11944","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106678/01.mp4/playlist.m3u8","ASP00001S100120240106678","125797","1"
"ASP00001","ASP00001S100120240106623","20230313417069","기타","[지식퀴즈쇼] 이달의 소녀와 함께하는 개인정보보호교육","무료","1","N","01","2024.01.01~2024.12.31","수강신청일로부터30일","2024.01.17","-","","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120240106623.png","","S11914","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2024/ASP00001S100120240106623/01.mp4/playlist.m3u8","ASP00001S100120240106623","125648","1"
