"사이트 아이디","ASP 아이디","강의 아이디","강의 구분","강의 명","수강신청 시작 일자","수강신청 종료 일자","강의 시작 일자","강의 종료 일자","강의대상","정원","수강신청 URL","등록 일자","수정 일자","교육기관 고유아이디","교육기관명","교육기관 자치구","교육기관 위도 좌표","교육기관 경도 좌표"
"lc1","ASP00001","ASP00001J405420240110000","오프라인","동화구연3급지도사 3회차","202401010000","202412310000","20240524","20240628","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141445&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240503143000","20240503143000","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240109999","오프라인","종이접기 2회차","202401010000","202412310000","20240604","20240709","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141831&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240503143000","20240503143000","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240109998","오프라인","도형심리상담사 2회차","202401010000","202412310000","20240531","20240719","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141553&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240503143000","20240503143000","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J404520240200299","오프라인","(리더십/인사조직,콘텐츠산업전문과정,공인중개사)직업상담사 현장실무","202402170000","202411301600","20241201","20241228","","18","https://www.vocation.or.kr/SBusiness/CourseInfo.aspx?list=Course&cop=UDF1SFZYeENWUDBXNTcxSmZlOGJCdz09&cen=WnhacEJPV2tEM1M1L25RNHhBTDg4UT09&sdo=%ec%84%9c%ec%9a%b8&scen=WnhacEJPV2tEM1M1L25RNHhBTDg4UT09&sname=%ed%98%84%ec%9e%a5","20240417203336","20240417203336","J4045","서대문여성인력개발센터","서대문구 ","37.5576235","126.943154"
"lc1","ASP00001","ASP00001S100120240107202","오프라인","(중랑구립정보도서관)서울시 자전거 및 개인형 이동장치(PM) 안전교육","202404120000","202406201500","20240621","20240621","","50","","20240415160434","20240415160434","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372"
"lc1","ASP00001","ASP00001S100120240107197","오프라인","(시립성동청소년센터)서울시 자전거 및 개인형 이동장치(PM) 안전교육","202404120002","202407051500","20240706","20240706","","50","","20240412140454","20240412140454","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372"
"lc1","ASP00001","ASP00001S100120240107196","오프라인","(에너지드림센터)서울시 자전거 및 개인형 이동장치(PM) 안전교육","202304120000","202406211500","20240622","20240622","","50","","20240412140429","20240412140429","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372"
"lc1","ASP00001","ASP00001S100120240107199","오프라인","(서울시민청)서울시 자전거 및 개인형 이동장치(PM) 안전교육","202404120000","202407121500","20240713","20240713","","50","","20240412140406","20240412140406","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372"
"lc1","ASP00001","ASP00001S100120240107198","오프라인","(서울청년센터/동대문)서울시 자전거 및 개인형 이동장치(PM) 안전교육","202404120000","202407101500","20240711","20240711","","50","","20240412140403","20240412140403","S1001","서울시(평생교육과)","중구","37.5645124","126.9757372"
"lc1","ASP00001","ASP00001J403820240200080","오프라인","스마트폰 활용 유튜브크리에이터","202403260000","202407292359","20240729","20240911","","15","https://www.sbwomen.or.kr/sub1/course_view.aspx?list=sub11&cop=CO20240126&p=0&ename=%ec%9c%a0%ed%8a%9c%eb%b8%8c&emenu=e1&title=%ec%a0%84%ec%b2%b4%ed%94%84%eb%a1%9c%ea%b7%b8%eb%9e%a8","20240403101937","20240403101937","J4038","종로여성인력개발센터","종로구","37.5820907","127.000556"
"lc1","ASP00001","ASP00001J404720240200683","오프라인","망고보드 활용 콘텐츠 제작","202401040000","202407020000","20240702","20240903","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=Syt1MTVtbk5jUVJMTHUyL0xMZXo3UT09&scon=e1&sname=%eb%a7%9d%ea%b3%a0%eb%b3%b4%eb%93%9c","20240403101934","20240403101934","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200673","오프라인","(중급)붓펜으로 쓰는 캘리그라피","202405020000","202406270000","20240502","20240627","","14","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=ejZFQjVRalZqaWcxQnlMUEtBNnhmUT09&scon=e1&sname=%eb%b6%93%ed%8e%9c","20240403101933","20240403101933","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200657","오프라인","커피 바리스타 2급 자격 취득(이론실기)","202404200000","202406290000","20240420","20240629","","10","https://tinyurl.com/2a269vvn","20240403101931","20240403101931","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200660","오프라인","커피 바리스타 2급 자격 취득(이론실기)","202405200000","202406190000","20240520","20240619","","10","https://tinyurl.com/2d7gnfp5","20240403101931","20240403101931","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200652","오프라인","한식조리기능사 자격 취득(이론+실기)","202405030000","202406260000","20240503","20240626","","11","https://tinyurl.com/29wjfklk","20240403101931","20240403101931","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200651","오프라인","한식 디저트(한과/강정/떡)","202405110000","202407130000","20240511","20240713","","11","https://tinyurl.com/yozpduob","20240403101931","20240403101931","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200653","오프라인","집밥요리(밑반찬)","202404260000","202407050000","20240426","20240705","","11","https://tinyurl.com/yoahy63k","20240403101931","20240403101931","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200649","오프라인","떡제조기능사 자격 취득(이론실기)","202405160000","202406200000","20240516","20240620","","11","https://tinyurl.com/2aqfbxrn","20240403101930","20240403101930","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200648","오프라인","떡제조기능사 자격 취득(이론실기)","202405110000","202407130000","20240511","20240713","","11","https://tinyurl.com/25vyujpy","20240403101930","20240403101930","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200646","오프라인","플라워디자인 기초(꽃다발/꽃바구니/꽃꽂이상품)","202405300000","202408080000","20240530","20240808","","20","https://tinyurl.com/yvvx2845","20240403101930","20240403101930","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200645","오프라인","플라워디자인 기초(꽃다발/꽃바구니/꽃꽂이상품)","202405230000","202408010000","20240523","20240801","","20","https://tinyurl.com/223778zr","20240403101930","20240403101930","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240200644","오프라인","플라워디자인 기초(꽃다발/꽃바구니/꽃꽂이상품)","202404200000","202407130000","20240420","20240713","","20","https://tinyurl.com/yr6aptyf","20240403101930","20240403101930","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J405420240200257","오프라인","[서울시 전액지원] RPA(로봇프로세스자동화) 개발자 양성과정","202401010000","202412310000","20240516","20250730","","20","https://gd.seoulwomanup.or.kr/gd/edu/selectNxndr.do?sch_class_code=C100141314&returnUrl=%2Fgd%2Fedu%2FselectPageListNxndr.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101918","20240403101918","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200254","오프라인","(월수금 오후)정리수납전문가 실무향상과정(2급) 5회차","202401010000","202412310000","20240522","20240610","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141351&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101918","20240403101918","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200255","오프라인","(화목 오후) 캘리그라피 입문+디자인(붓글씨, 손글씨) 2회차","202401010000","202412310000","20240402","20240430","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100140392&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101918","20240403101918","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200253","오프라인","(월수금 오후)정리수납전문가1급(이론대비)","202401010000","202412310000","20240422","20240520","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141056&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101918","20240403101918","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200256","오프라인","(과정평가형자격)직업상담사1급 자격증 취득 및 실무과정 1회차","202401010000","202412310000","20240703","20250117","","20","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141353&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101918","20240403101918","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200258","오프라인","[여성가족부 전액지원] 고숙련 간호전문인력 취업실무과정","202401010000","202412310000","20240531","20250628","","20","https://gd.seoulwomanup.or.kr/gd/edu/selectNxndr.do?sch_class_code=C100140707&returnUrl=%2Fgd%2Fedu%2FselectPageListNxndr.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101918","20240403101918","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200249","오프라인","(월수금 오후)디지털비지니스 [카카오, 라인 이모티콘] 제작 4회차","202401010000","202412310000","20240412","20240508","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141284&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200250","오프라인","(오후)그래픽디자인 기초 GTQ(포토샵), GTQi(일러스트)자격증 취득 1회차","202401010000","202412310000","20240401","20240510","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100138863&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200251","오프라인","(평일오후)SCA커피바리스타 실무과정+자격증취득(파운,인터, 프로) 3회차","202401010000","202412310000","20240408","20240521","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100139082&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200252","오프라인","(평일오전)SCA커피바리스타 실무과정+자격증취득(파운,인터, 프로) 4회차","202401010000","202412310000","20240422","20240603","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141057&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200243","오프라인","(오전)SCA커피바리스타 <로스팅> 초급+중급 1회차","202401010000","202412310000","20240408","20240417","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100139829&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200244","오프라인","스마트폰교육강사 1회차","202401010000","202412310000","20240408","20240513","","12","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100139005&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200245","오프라인","캘리그라피 2회차","202401010000","202412310000","20240404","20240523","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100139527&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200246","오프라인","타로심리상담사 3회차","202401010000","202412310000","20240612","20240731","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141349&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200247","오프라인","(평일오전)디지털 출판편집디자인(포토샵, 일러스트, 인디자인, 포트폴리오) 1회차","202401010000","202412310000","20240408","20240621","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100139039&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200248","오프라인","(평일오전)쇼핑몰(스마트스토어) 운영 및 마케팅기초 4회차","202401010000","202412310000","20240429","20240514","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100141283&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101917","20240403101917","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200236","오프라인","베이비시터 5회차","202401010000","202412310000","20240415","20240424","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141282&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200234","오프라인","실버인지여가교육지도사 3회차","202401010000","202412310000","20240402","20240425","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100140941&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200235","오프라인","웃음&레크레이션지도사 2회차","202401010000","202412310000","20240507","20240530","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141054&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200237","오프라인","보드게임놀이지도사 1회차","202401010000","202412310000","20240408","20240513","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100137541&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200238","오프라인","도형심리상담사 1회차","202401270000","202412310000","20240405","20240524","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100140722&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200239","오프라인","종이접기 1회차","202401010000","202412310000","20240409","20240514","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100137629&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200240","오프라인","전래오감놀이지도사 1회차","202401010000","202412310000","20240404","20240502","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100141053&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200241","오프라인","(오전)SCA커피바리스타 <스킬> 초급+중급 1회차","202401010000","202412310000","20240408","20240417","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100139832&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405420240200242","오프라인","(오전)SCA커피바리스타 <브루잉> 초급+중급 1회차","202401010000","202412310000","20240408","20240417","","15","https://gd.seoulwomanup.or.kr/gd/edu/selectEduProgram.do?sch_class_code=C100139831&returnUrl=%2Fgd%2Fedu%2FselectPageListThisMonth.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=1","20240403101916","20240403101916","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
"lc1","ASP00001","ASP00001J405220240109873","오프라인","엑셀기초과정","202401010000","202407090000","20240709","20240718","","18","https://songpa.seoulwomanup.or.kr/songpa/edu/selectEduProgram.do?sch_class_code=C100139458&returnUrl=%2Fsongpa%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=4","20240307185000","20240307185000","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J405220240109887","오프라인","이커머스 창업과정","202403040000","202406211800","20240624","20240823","","20","https://url.kr/6mb8qi","20240307185000","20240307185000","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J404720240109757","오프라인","플라워디자인(프리저브드)","202406010000","202408170000","20240601","20240817","","19","https://tinyurl.com/yp2ts7nv","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J405220240109890","오프라인","세무경리사무원 양성과정","202402080000","202406211800","20240624","20240902","","20","https://url.kr/oi6blf","20240307185000","20240307185000","J4052","송파여성인력개발센터","송파구 ","37.4962217","127.118729"
"lc1","ASP00001","ASP00001J404720240109761","오프라인","떡제조기능사 자격 취득(이론 실기)","202405160000","202406200000","20240516","20240620","","10","https://tinyurl.com/2aqfbxrn","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109760","오프라인","떡제조기능사 자격 취득(이론 실기)","202405110000","202407130000","20240511","20240713","","10","https://tinyurl.com/25vyujpy","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109763","오프라인","한식 디저트(한과 강정 떡)","202405110000","202407130000","20240511","20240713","","12","https://tinyurl.com/yozpduob","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109764","오프라인","한식 디저트(한과 강정 떡)","202406110000","202407110000","20240611","20240711","","12","https://tinyurl.com/2yw5th3p","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109766","오프라인","한식조리기능사(이론 실기)와 한식조리실무","202404290000","202408070000","20240429","20240807","","11","https://tinyurl.com/yksxtpya","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109767","오프라인","집밥요리(밑반찬)","202404260000","202407050000","20240426","20240705","","11","https://tinyurl.com/yoahy63k","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109768","오프라인","혼밥요리(야식 술안주)","202406170000","202407170000","20240617","20240717","","11","https://tinyurl.com/ykg3efzr","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109781","오프라인","커피 바리스타(핸드드립)","202406100000","202406260000","20240610","20240626","","10","https://tinyurl.com/yszl9oja","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109808","오프라인","베이비시터(8월)","202401010000","202408190900","20240819","20240830","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=d3ZYdi9ieEoxL1VRK09lR2tvMmU3dz09&scon=e1&sname=%eb%b2%a0%ec%9d%b4%eb%b9%84","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109809","오프라인","베이비시터(10월)","202401010000","202410140900","20241014","20241025","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=eDVwSmJMV1F4ZmVvbXZ6blZReDBCQT09&scon=e1&sname=%eb%b2%a0%ec%9d%b4%eb%b9%84","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240109810","오프라인","베이비시터(12월)","202401010000","202412090900","20241209","20241220","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=Mk5jL2ZDUjl1b29LWmJWSmVaVDZIZz09&scon=e1&sname=%eb%b2%a0%ec%9d%b4%eb%b9%84","20240307185000","20240307185000","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J405420240109019","오프라인","(화목 야간)미리캔버스를 활용한 광고디자인(일러스트 기초 포함) 1회차","202401270000","202412310000","20240206","20240314","","17","https://gd.seoulwomanup.or.kr/gd/edu/selectComorrow.do?sch_class_code=C100138865&returnUrl=%2Fgd%2Fedu%2FselectPageListComorrow.do&edust=&sch_course_code=38&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=2","20240206112500","20240206112500","J4054","강동여성인력개발센터","강동구 ","37.5359241","127.139587"
