"사이트 아이디","ASP 아이디","강의 아이디","강의 구분","강의 명","수강신청 시작 일자","수강신청 종료 일자","강의 시작 일자","강의 종료 일자","강의대상","정원","수강신청 URL","등록 일자","수정 일자","교육기관 고유아이디","교육기관명","교육기관 자치구","교육기관 위도 좌표","교육기관 경도 좌표"
"lc1","ASP00001","ASP00001J404720240110678","오프라인","스마트폰 하나로 블로그 완전 정복","202406010000","202406210000","20240621","20240719","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=cTlCL0tTRXVGejAvMEpZMW11dG1OUT09&scon=e1&sname=%eb%b8%94%eb%a1%9c%ea%b7%b8","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110679","오프라인","웃음코디네이터 1급","202406010000","202408200000","20240820","20241022","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=UFVqZW81UlRaT3k3RHowTFJNYmF3QT09&scon=e1&sname=%ec%9b%83%ec%9d%8c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110680","오프라인","메타버스 활용 콘텐츠 제작","202406010000","202406250000","20240625","20240827","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=ZEJtaVhSR09qUE94SXEvcEhmM0JnQT09&scon=e1&sname=%eb%a9%94%ed%83%80","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110707","오프라인","커피 바리스타 2급 자격 취득","202406010000","202407170000","20240717","20240814","","10","https://tinyurl.com/2atzaw6f","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110682","오프라인","퇴근길에 만나는 타로(입문)","202406010000","202408070000","20240807","20240911","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=aTFQeGVmcmZ6cVoyRWFrbmhPRHB6Zz09&scon=e1&sname=%ed%83%80%eb%a1%9c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110683","오프라인","맞춤형화장품 조제관리사 자격 취득(이론)","202406010000","202406200000","20240620","20240905","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=QjZxVlA1OXA4Y0Jvb3ZqVXpFQTdnZz09&scon=e1&sname=%ed%99%94%ec%9e%a5%ed%92%88","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110685","오프라인","방과후 웹툰 강사","202406010000","202406250000","20240625","20240827","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=OXF0NVlnMW9BTjVZZGY2SThuRjJYZz09&scon=e1&sname=%eb%b0%a9%ea%b3%bc%ed%9b%84","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110686","오프라인","망고보드 활용 콘텐츠 제작","202406010000","202409030000","20240903","20241119","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=Syt1MTVtbk5jUVJMTHUyL0xMZXo3UT09&scon=e1&sname=%eb%a7%9d%ea%b3%a0%eb%b3%b4%eb%93%9c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110687","오프라인","ChatGPT로 정보 수집하기","202406010000","202407040000","20240704","20240808","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=bWJ4UTBLZ1ZuVS8xNGpWOWhvM0JaQT09&scon=e1&sname=chat","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110688","오프라인","쉽게 배우는 한글/엑셀 기초반","202406010000","202406240000","20240624","20240717","","15","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=WnZVQkk1S2Q4V21Zc3JsMUNkblJpUT09&scon=e1&sname=%ed%95%9c%ea%b8%80","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110690","오프라인","카페 브런치","202406010000","202406190000","20240619","20240715","","11","https://tinyurl.com/26h53sch","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110691","오프라인","혼밥요리 야식 술안주","202406010000","202406190000","20240619","20240828","","11","https://tinyurl.com/ykg3efzr","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110692","오프라인","한식조리 밑반찬 찌개 국탕","202406010000","202406200000","20240620","20240723","","11","https://tinyurl.com/2y7wshb8","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110693","오프라인","한식조리 김치 면류","202406010000","202406250000","20240625","20240725","","11","https://tinyurl.com/27vz7ruw","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110694","오프라인","한식조리기능사 자격 취득","202406010000","202406280000","20240628","20240814","","11","https://tinyurl.com/27c6dqwo","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110695","오프라인","집밥요리 밑반찬","202406010000","202407120000","20240712","20240920","","11","https://tinyurl.com/2yckdwy9","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110696","오프라인","한식조리 김치 면류","202406010000","202407160000","20240716","20240820","","11","https://tinyurl.com/2caxkzvt","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110697","오프라인","동서양요리 일식 중식 양식","202406010000","202407170000","20240717","20240819","","11","https://tinyurl.com/27lcmuo4","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110698","오프라인","분식조리","202406010000","202407250000","20240725","20240829","","11","https://tinyurl.com/2xebpbkv","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110699","오프라인","한식조리 밑반찬 찌개 국탕","202406010000","202407270000","20240727","20241005","","11","https://tinyurl.com/229nnxxv","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110700","오프라인","양식조리 샌드위치 샐러드","202406010000","202407270000","20240727","20241005","","11","https://tinyurl.com/2cblx6rb","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110701","오프라인","양식조리 샌드위치 샐러드","202406010000","202407300000","20240730","20240903","","11","https://tinyurl.com/26uvbw28","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110706","오프라인","커피 바리스타 2급 자격 취득","202406010000","202406250000","20240625","20240725","","10","https://tinyurl.com/2czypch3","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110713","오프라인","직업상담사 1급 2차(실기) 자격 취득","202406010000","202406200000","20240620","20240729","","20","tinyurl.com/2xkcxkem","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110714","오프라인","아이돌봄 인력 양성","202406010000","202406210000","20240621","20240802","","20","tinyurl.com/2ya2hjhm","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110715","오프라인","게임QA","202406010000","202406220000","20240622","20240727","","20","tinyurl.com/yupa97o8","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110716","오프라인","사회복지 사례관리 실무","202406010000","202406260000","20240626","20240704","","20","tinyurl.com/2y64a6dg","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110717","오프라인","인스타그램 마켓 운영","202406010000","202406270000","20240627","20240725","","20","tinyurl.com/23p325vj","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110718","오프라인","사회복지 장기요양기관 운영 실무","202406010000","202406290000","20240629","20240831","","20","tinyurl.com/2ada8mwp","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110719","오프라인","사회복지시설정보시스템 활용","202406010000","202406290000","20240629","20240831","","20","tinyurl.com/2c8dlh5c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110720","오프라인","4대보험/급여관리/연말정산","202406010000","202407060000","20240706","20240907","","20","tinyurl.com/25rp6xfa","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110721","오프라인","플라워디자인 기초(꽃다발/꽃바구니/꽃꽂이상품)","202406010000","202408220000","20240822","20241031","","19","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=b3pieVhnOUxRd29QOGUyNERGNWYvZz09&scon=e1&sname=%ed%94%8c%eb%9d%bc%ec%9b%8c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110722","오프라인","플라워디자인 기초(꽃다발/꽃바구니/꽃꽂이상품)","202406010000","202407270000","20240727","20241005","","19","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=N1hySFhncy91UzdNbVo0TUU0OEhqQT09&scon=e1&sname=%ed%94%8c%eb%9d%bc%ec%9b%8c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110723","오프라인","(프리저브드)플라워디자인","202406010000","202409030000","20240903","20241119","","19","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=QmJnL3cxQ0N4SzN3YTlFMHFNVkhiZz09&scon=e1&sname=%ed%94%8c%eb%9d%bc%ec%9b%8c","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110724","오프라인","플랜테리어(식물/식재)","202406010000","202408130000","20240813","20241015","","19","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=SHBOTzd4a1ZqZVNYc0hNdG9iYUZVUT09&scon=e1&sname=%ec%8b%9d%eb%ac%bc","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110725","오프라인","호텔객실관리사(호텔룸메이드)","202406010000","202406240000","20240624","20240628","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=akZURll2TzhPTTAvNUdlZlNSYkpEZz09&scon=e1&sname=%ed%98%b8%ed%85%94","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110726","오프라인","베이비시터","202406010000","202406220000","20240617","20240628","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=TXBONkNFNTI1NnVLTzBJV0czckNjdz09&scon=e1&sname=%eb%b2%a0%ec%9d%b4%eb%b9%84","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404720240110727","오프라인","베이비시터","202406010000","202406220000","20240622","20240727","","20","https://www.gurowoman.com/SProgram/CourseInfo.aspx?list=Course&cop=U0p4U0w2T2pmbWlkaUZxcWlTUkxRQT09&scon=e1&sname=%eb%b2%a0%ec%9d%b4%eb%b9%84","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J404320240110749","오프라인","네이버 스마트스토어 쇼핑몰 운영","202405090000","202406240000","20240624","20240719","","15","https://nowon.seoulwomanup.or.kr/nowon/edu/selectEduProgram.do?sch_class_code=C100142132&returnUrl=%2Fnowon%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4043","노원여성인력개발센터","노원구 ","37.6264297","127.078878"
"lc1","ASP00001","ASP00001J404320240110750","오프라인","세무실무2급 TAT2급 더존","202401020000","202406240000","20240624","20240722","","15","https://nowon.seoulwomanup.or.kr/nowon/edu/selectEduProgram.do?sch_class_code=C100141307&returnUrl=%2Fnowon%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4043","노원여성인력개발센터","노원구 ","37.6264297","127.078878"
"lc1","ASP00001","ASP00001J404320240110751","오프라인","쇼핑몰 상세페이지 제작 포토샵","202405010000","202406250000","20240626","20240724","","15","https://nowon.seoulwomanup.or.kr/nowon/edu/selectEduProgram.do?sch_class_code=C100142895&returnUrl=%2Fnowon%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4043","노원여성인력개발센터","노원구 ","37.6264297","127.078878"
"lc1","ASP00001","ASP00001J404420240110761","오프라인","부동산 실무 법률 입문","202401260000","202406240000","20240624","20240731","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100130159&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110763","오프라인","부동산 등기 실무 입문","202401260000","202407040000","20240704","20240730","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100141977&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110764","오프라인","커피 핸드드립","202401260000","202406270000","20240627","20240716","","18","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100135806&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110768","오프라인","[내일배움]점역교정사(입문)","202403010000","202406250000","20240625","20240725","","18","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100128687&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110772","오프라인","밑반찬 단품요리(실기)Ⅱ","202404010000","202406240000","20240624","20240705","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100141847&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110773","오프라인","글로벌 음식조리(양식,일식,동남아식)","202404010000","202406250000","20240625","20240708","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100141845&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110774","오프라인","양식브런치메뉴(실기)","202404010000","202406270000","20240627","20240730","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100141928&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110775","오프라인","중식조리기능사","202404010000","202407030000","20240703","20240828","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100141539&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110777","오프라인","직업상담사1급 자격증 (2차실기 대비)","202405010000","202406270000","20240626","20240802","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectIncumbent.do?sch_class_code=C100141655&returnUrl=%2Fep%2Fedu%2FselectPageListIncumbent.do&edust=&sch_course_code=17&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110778","오프라인","사회복지사1급자격증취득(전과목대비)","202405010000","202406190000","20240618","20241001","","20","https://ep.seoulwomanup.or.kr/ep/edu/selectIncumbent.do?sch_class_code=C100141656&returnUrl=%2Fep%2Fedu%2FselectPageListIncumbent.do&edust=&sch_course_code=17&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J404420240110779","오프라인","전산회계자격증(전산회계1급, 더존 FAT1급)","202405010000","202406260000","20240625","20240725","","18","https://ep.seoulwomanup.or.kr/ep/edu/selectUnemployed.do?sch_class_code=C100141763&returnUrl=%2Fep%2Fedu%2FselectPageListUnemployed.do&edust=&sch_course_code=02&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_tim","20240605114500","20240605114500","J4044","은평여성인력개발센터","은평구 ","37.6070999","126.932300"
"lc1","ASP00001","ASP00001J400520240110784","오프라인","디지털금융교육강사 양성과정","202405291000","202406190000","20240620","20240718","","12","https://www.50plus.or.kr/sdc/education-detail.do?id=40964251","20240605114500","20240605114500","J4005","성동50플러스센터","성동구","37.5571359","127.040089"
"lc1","ASP00001","ASP00001J400520240110787","오프라인","[서로배움]LP싸롱과 함께하는 환상적인 음악여행","202405281000","202406260000","20240605","20240626","","15","https://www.50plus.or.kr/sdc/education-detail.do?id=40958540","20240605114500","20240605114500","J4005","성동50플러스센터","성동구","37.5571359","127.040089"
"lc1","ASP00001","ASP00001J401720240110789","오프라인","현직 멘토가 알려주는 패션제품 수익화 핵심 직무 정보","202406030900","202406201200","20240620","20240620","","20","https://50plus.or.kr/dsc/education-detail.do?id=41177111","20240605114500","20240605114500","J4017","서울시50플러스재단 40대사업팀","마포구 ","37.5467066","126.949952"
"lc1","ASP00001","ASP00001J401720240110791","오프라인","엑셀을 활용한 데이터 비즈니스 활용","202405310900","202406191200","20240619","20240619","","20","https://50plus.or.kr/dsc/education-detail.do?id=39026459","20240605114500","20240605114500","J4017","서울시50플러스재단 40대사업팀","마포구 ","37.5467066","126.949952"
"lc1","ASP00001","ASP00001J401720240110792","오프라인","현직 SNS마케팅 기획 전문가가 알려주는 브랜딩 핵심 정보","202406030900","202406271200","20240627","20240627","","20","https://50plus.or.kr/dsc/education-detail.do?id=41178599","20240605114500","20240605114500","J4017","서울시50플러스재단 40대사업팀","마포구 ","37.5467066","126.949952"
"lc1","ASP00001","ASP00001J401620240110306","오프라인","[OA입문]한글 기본 기능 익히기","202406030900","202407222359","20240723","20240813","","15","https://50plus.or.kr/snc/education-detail.do?id=38384490","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110307","오프라인","[특강]AI와 인간, 공존의 시대: 어떻게 살 것인가","202406030900","202408212359","20240822","20240822","","50","https://50plus.or.kr/snc/education-detail.do?id=38384560","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110308","오프라인","유튜브 채널 운영 도전하기: 채널 개설과 영상 업로드","202406030900","202407072359","20240708","20240729","","15","https://50plus.or.kr/snc/education-detail.do?id=38384657","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110309","오프라인","[OA실무] 실무에 바로 적용하는 엑셀","202406030900","202408042359","20240805","20240826","","15","https://50plus.or.kr/snc/education-detail.do?id=38384700","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110310","오프라인","[OA실무] 실무에 바로 적용하는 파워포인트","202406030900","202408182359","20240819","20240909","","15","https://50plus.or.kr/snc/education-detail.do?id=38384724","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110311","오프라인","[OA실무] 실무에 바로 적용하는 한글","202406030900","202408192359","20240820","20240924","","15","https://50plus.or.kr/snc/education-detail.do?id=38384783","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J404720240110708","오프라인","정리수납 컨설턴트","202406010000","202407010000","20240701","20240805","","20","https://tinyurl.com/2ypuostf","20240605114500","20240605114500","J4047","구로여성인력개발센터","구로구","37.5019747","126.888822"
"lc1","ASP00001","ASP00001J405120240110360","오프라인","큐텐 일본 셀러로 온라인 창업하기","202401020900","202406251800","20240625","20240709","","20","https://url.kr/itfql9","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J401620240110312","오프라인","AI와 함께하는 영상 제작","202406030900","202409042359","20240905","20240926","","15","https://50plus.or.kr/snc/education-detail.do?id=38384856","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110313","오프라인","저작권 걱정없는 공공저작물 만들기 실습","202406030900","202407082359","20240709","20240709","","50","https://50plus.or.kr/snc/education-detail.do?id=38384886","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110314","오프라인","스마트 콘텐츠 활용 전문지도사 과정","202406030900","202407032359","20240704","20240725","","20","https://50plus.or.kr/snc/education-detail.do?id=38384903","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110315","오프라인","유튜브 채널 운영 완전정복: OBS로 나만의 콘텐츠 만들기","202406030900","202407072359","20240708","20240812","","15","https://50plus.or.kr/snc/education-detail.do?id=38385073","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J401620240110316","오프라인","슬기로운 강사생활1: 스마트폰 하나로 동영상 강의 자료 만들기","202406030900","202408292359","20240830","20240927","","20","https://50plus.or.kr/snc/education-detail.do?id=38385108","20240605114500","20240605114500","J4016","서울시50플러스 북부캠퍼스","도봉구","37.6553134","127.047993"
"lc1","ASP00001","ASP00001J405120240110362","오프라인","캘리그라피 기초(손글씨)","202404190800","202407022400","20240702","20240801","","16","https://url.kr/uz8r6b","20240605114500","20240605114500","J4051","서초여성인력개발센터","서초구  ","37.4834988","127.035562"
"lc1","ASP00001","ASP00001J400820240110320","오프라인","40대 직업전환 프로그램 시니어인지케어 활동전문가 양성과정","202406100930","202407011800","20240702","20240730","","20","https://www.50plus.or.kr/gbc/education-detail.do?id=38998820","20240605114500","20240605114500","J4008","강북50플러스센터","강북구","37.6187295","127.033358"
"lc1","ASP00001","ASP00001J400820240110321","오프라인","40대 직업전환 프로그램 아동교육용 디지털 동화책 작가 양성과정","202406100930","202407071800","20240708","20240726","","20","https://www.50plus.or.kr/gbc/education-detail.do?id=39000473","20240605114500","20240605114500","J4008","강북50플러스센터","강북구","37.6187295","127.033358"
"lc1","ASP00001","ASP00001J404220240110330","오프라인","ITQ엑셀 자격증취득","202405230000","202406191800","20240619","20240722","","15","https://gangbuk.seoulwomanup.or.kr/gangbuk/main/main.do","20240605114500","20240605114500","J4042","강북여성인력개발센터","강북구 ","37.6346156","127.025616"
"lc1","ASP00001","ASP00001J404220240110331","오프라인","양식조리실무향상(카페브런치)","202405130000","202406211800","20240621","20240823","","12","https://gangbuk.seoulwomanup.or.kr/gangbuk/main/main.do","20240605114500","20240605114500","J4042","강북여성인력개발센터","강북구 ","37.6346156","127.025616"
"lc1","ASP00001","ASP00001J404220240110332","오프라인","요양보호사 취득(사회복지사 소지자)","202402011000","202406201800","20240621","20240810","","25","https://gangbuk.seoulwomanup.or.kr/gangbuk/edu/selectEduProgram.do?sch_class_code=C100139364&returnUrl=%2Fgangbuk%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4042","강북여성인력개발센터","강북구 ","37.6346156","127.025616"
"lc1","ASP00001","ASP00001J404220240110334","오프라인","요양보호사 취득(물리치료사, 작업치료사, 간호조무사소지자)","202402011000","202406261800","20240627","20240817","","25","https://gangbuk.seoulwomanup.or.kr/gangbuk/edu/selectEduProgram.do?sch_class_code=C100139366&returnUrl=%2Fgangbuk%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=&currentPage=3","20240605114500","20240605114500","J4042","강북여성인력개발센터","강북구 ","37.6346156","127.025616"
